gd_discipline;gd_discipline_lib;discipline;discipline_lib;sect_disciplinaire;sect_disciplinaire_lib;serie_bac;serie_bac_lib;age_au_bac;age_au_bac_lib;sexe;sexe_lib;mention_bac;mention_bac_lib;cohorte_passage;effectif_neobacheliers_passage;passage_en_l2_1_an;p_passage_en_l2_1_an;redoublement_en_l1;p_redoublement_en_l1;passage_en_l2_2_ans;p_passage_en_l2_2_ans;passage_en_l2_1_2_ans;p_passage_en_l2_1_2_ans;reorientation_en_dut_1_an;p_reorientation_en_dut_1_an;reorientation_en_dut_2_ans;p_reorientation_en_dut_2_ans;reorientation_en_dut;p_reorientation_en_dut;cohorte_reussite;effectif_neobacheliers_reussite;reussite_3_ans;p_reussite_3_ans;reussite_4_ans;p_reussite_4_ans;reussite_3_4_ans;p_reussite_3_4_ans
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;2;BAC ES;R0;A l'heure ou en avance;Ensemble;Ensemble;P;Passable deuxième groupe;2014;848.0;287.0;33.84;264.0;31.13;129.0;15.21;416.0;49.05;8.0;0.9400000000000001;6.0;0.7000000000000001;14.0;1.65;2012;674.0;159.0;23.59;103.0;15.28;262.0;38.87
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;2;BAC ES;R1;En retard d'un an;Ensemble;Ensemble;B;Bien;2014;1.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;;;;;;;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;4;BAC STMG;R1;En retard d'un an;Ensemble;Ensemble;C;Assez bien;2014;280.0;77.0;27.5;73.0;26.07;27.0;9.64;104.0;37.14;6.0;2.14;4.0;1.42;10.0;3.5700000000000003;2012;198.0;38.0;19.19;24.0;12.12;62.0;31.31
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;2;BAC ES;R1;En retard d'un an;Ensemble;Ensemble;C;Assez bien;2014;5.0;1.0;;2.0;;2.0;;3.0;;2.0;;0.0;;2.0;;2012;10.0;1.0;;2.0;;3.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;4;BAC STMG;R1;En retard d'un an;Ensemble;Ensemble;D;Passable premier groupe;2014;518.0;69.0;13.32;170.0;32.81;48.0;9.26;117.0;22.58;4.0;0.77;3.0;0.5700000000000001;7.0;1.35;2012;576.0;51.0;8.85;56.0;9.72;107.0;18.57
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;2;BAC ES;R0;A l'heure ou en avance;Ensemble;Ensemble;C;Assez bien;2014;142.0;62.0;43.66;47.0;33.09;37.0;26.05;99.0;69.71;8.0;5.63;1.0;0.7000000000000001;9.0;6.33;2012;126.0;39.0;30.95;26.0;20.63;65.0;51.58
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;5;BAC technologique hors STMG;R1;En retard d'un an;Ensemble;Ensemble;P;Passable deuxième groupe;2014;144.0;5.0;3.47;52.0;36.11;6.0;4.16;11.0;7.63;2.0;1.38;0.0;0.0;2.0;1.38;2012;191.0;5.0;2.61;10.0;5.23;15.0;7.85
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;3;BAC S;R0;A l'heure ou en avance;Ensemble;Ensemble;D;Passable premier groupe;2014;2031.0;837.0;41.21;715.0;35.2;417.0;20.53;1254.0;61.74;103.0;5.07;25.0;1.23;128.0;6.3;2012;1472.0;320.0;21.73;306.0;20.78;626.0;42.52
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;1;BAC L;R1;En retard d'un an;Ensemble;Ensemble;Q;Inconnue;2014;1.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;;;;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;4;BAC STMG;R1;En retard d'un an;Ensemble;Ensemble;D;Passable premier groupe;2014;43.0;0.0;0.0;19.0;44.18;6.0;13.95;6.0;13.95;1.0;2.32;0.0;0.0;1.0;2.32;2012;38.0;0.0;0.0;1.0;2.63;1.0;2.63
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;1;BAC L;R2;En retard de plus d'un an;Ensemble;Ensemble;P;Passable deuxième groupe;2014;2.0;0.0;;2.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;4.0;1.0;;0.0;;1.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;Ensemble;Ensemble;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;31.0;23.0;74.19;5.0;16.12;4.0;12.9;27.0;87.09;0.0;0.0;0.0;0.0;0.0;0.0;2012;25.0;13.0;;2.0;;15.0;
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;Ensemble;Ensemble;2;BAC ES;R0;A l'heure ou en avance;Ensemble;Ensemble;A;Très bien;2014;55.0;33.0;60.0;4.0;7.27;5.0;9.09;38.0;69.09;0.0;0.0;1.0;1.81;1.0;1.81;2012;22.0;9.0;;2.0;;11.0;
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;Ensemble;Ensemble;Ensemble;Ensemble;R2;En retard de plus d'un an;Ensemble;Ensemble;D;Passable premier groupe;2014;344.0;49.0;14.24;156.0;45.34;43.0;12.5;92.0;26.74;8.0;2.32;2.0;0.58;10.0;2.9;2012;484.0;53.0;10.95;46.0;9.5;99.0;20.45
SANTE;Santé;11;Médecine;Ensemble;Ensemble;3;BAC S;R1;En retard d'un an;Ensemble;Ensemble;C;Assez bien;2014;;;;;;;;;;;;;;;;2012;3.0;2.0;;1.0;;3.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;Ensemble;Ensemble;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;5.0;3.0;;2.0;;1.0;;4.0;;0.0;;0.0;;0.0;;2012;8.0;4.0;;1.0;;5.0;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;1;BAC L;R1;En retard d'un an;Ensemble;Ensemble;C;Assez bien;2014;2.0;0.0;;1.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;2.0;0.0;;0.0;;0.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;Ensemble;Ensemble;Ensemble;Ensemble;R1;En retard d'un an;Ensemble;Ensemble;B;Bien;2014;278.0;174.0;62.58;37.0;13.3;26.0;9.35;200.0;71.94;5.0;1.79;1.0;0.35000000000000003;6.0;2.15;2012;196.0;111.0;56.63;21.0;10.71;132.0;67.34
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;3;BAC S;R2;En retard de plus d'un an;Ensemble;Ensemble;B;Bien;2014;4.0;4.0;;0.0;;0.0;;4.0;;0.0;;0.0;;0.0;;2012;5.0;2.0;;0.0;;2.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;Ensemble;Ensemble;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;21.0;3.0;;9.0;;3.0;;6.0;;1.0;;0.0;;1.0;;2012;8.0;0.0;;1.0;;1.0;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;5;BAC technologique hors STMG;R2;En retard de plus d'un an;Ensemble;Ensemble;A;Très bien;2014;2.0;0.0;;0.0;;1.0;;1.0;;0.0;;0.0;;0.0;;2012;;;;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;68;Pluridisciplinaire sciences fondamentales et applications;Ensemble;Ensemble;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;7.0;2.0;;2.0;;1.0;;3.0;;0.0;;0.0;;0.0;;2012;6.0;0.0;;1.0;;1.0;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;Ensemble;Ensemble;5;BAC technologique hors STMG;R2;En retard de plus d'un an;Ensemble;Ensemble;B;Bien;2014;13.0;4.0;;3.0;;1.0;;5.0;;0.0;;0.0;;0.0;;2012;9.0;1.0;;0.0;;1.0;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;Ensemble;Ensemble;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;75.0;34.0;45.33;24.0;32.0;16.0;21.33;50.0;66.66;1.0;1.33;0.0;0.0;1.0;1.33;2012;74.0;29.0;39.18;6.0;8.1;35.0;47.29
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;3;BAC S;R0;A l'heure ou en avance;Ensemble;Ensemble;C;Assez bien;2014;2118.0;1467.0;69.26;342.0;16.14;243.0;11.47;1710.0;80.73;80.0;3.77;40.0;1.88;120.0;5.66;2012;1520.0;535.0;35.19;224.0;14.73;759.0;49.93
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;70;Pluridisciplinaire sciences;Ensemble;Ensemble;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;41.0;14.0;34.14;18.0;43.9;7.0;17.07;21.0;51.21;0.0;0.0;0.0;0.0;0.0;0.0;2012;44.0;9.0;20.45;4.0;9.09;13.0;29.54
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;3;BAC S;R0;A l'heure ou en avance;Ensemble;Ensemble;P;Passable deuxième groupe;2014;813.0;132.0;16.23;403.0;49.56;165.0;20.29;297.0;36.53;49.0;6.02;20.0;2.46;69.0;8.48;2012;475.0;47.0;9.89;74.0;15.57;121.0;25.47
STAPS;STAPS;10;STAPS;10;STAPS;Ensemble;Ensemble;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;1242.0;315.0;25.36;555.0;44.68;200.0;16.1;515.0;41.46;22.0;1.77;9.0;0.72;31.0;2.49;2012;951.0;143.0;15.03;140.0;14.72;283.0;29.75
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;3;BAC S;R1;En retard d'un an;Ensemble;Ensemble;D;Passable premier groupe;2014;600.0;176.0;29.33;232.0;38.66;114.0;19.0;290.0;48.33;29.0;4.83;4.0;0.66;33.0;5.5;2012;486.0;65.0;13.37;74.0;15.22;139.0;28.6
STAPS;STAPS;10;STAPS;10;STAPS;Ensemble;Ensemble;R1;En retard d'un an;2;Femme;C;Assez bien;2014;105.0;46.0;43.8;31.0;29.52;14.0;13.33;60.0;57.14;0.0;0.0;0.0;0.0;0.0;0.0;2012;100.0;45.0;45.0;8.0;8.0;53.0;53.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;3;BAC S;R1;En retard d'un an;Ensemble;Ensemble;P;Passable deuxième groupe;2014;441.0;48.0;10.88;231.0;52.38;80.0;18.14;128.0;29.02;19.0;4.3;4.0;0.9;23.0;5.21;2012;272.0;17.0;6.25;22.0;8.08;39.0;14.33
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;36;Sciences juridiques;3;BAC S;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;4837.0;2887.0;59.68;1253.0;25.9;738.0;15.25;3625.0;74.94;76.0;1.57;26.0;0.53;102.0;2.1;2012;4403.0;2108.0;47.87;685.0;15.55;2793.0;63.43
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;4;BAC STMG;R2;En retard de plus d'un an;Ensemble;Ensemble;P;Passable deuxième groupe;2014;19.0;0.0;;7.0;;1.0;;1.0;;1.0;;0.0;;1.0;;2012;8.0;0.0;;0.0;;0.0;
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;3;BAC S;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;28.0;20.0;;4.0;;2.0;;22.0;;0.0;;0.0;;0.0;;2012;539.0;215.0;39.88;92.0;17.06;307.0;56.95
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;5;BAC technologique hors STMG;R1;En retard d'un an;Ensemble;Ensemble;C;Assez bien;2014;98.0;6.0;6.12;28.0;28.57;10.0;10.2;16.0;16.32;8.0;8.16;5.0;5.1;13.0;13.26;2012;50.0;5.0;10.0;9.0;18.0;14.0;28.0
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;5;BAC technologique hors STMG;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;160.0;16.0;10.0;58.0;36.25;15.0;9.37;31.0;19.37;4.0;2.5;2.0;1.25;6.0;3.75;2012;145.0;11.0;7.58;14.0;9.65;25.0;17.24
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;2;BAC ES;R0;A l'heure ou en avance;Ensemble;Ensemble;D;Passable premier groupe;2014;52.0;13.0;25.0;20.0;38.46;12.0;23.07;25.0;48.07;1.0;1.92;0.0;0.0;1.0;1.92;2012;32.0;3.0;9.37;5.0;15.62;8.0;25.0
LLSH;Lettres, langues et sciences humaines;5;Langues;23;Langues et littératures étrangères;2;BAC ES;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;1706.0;767.0;44.95;465.0;27.25;233.0;13.65;1000.0;58.61;33.0;1.9300000000000002;9.0;0.52;42.0;2.46;2012;1937.0;709.0;36.6;283.0;14.61;992.0;51.21
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;3;BAC S;R1;En retard d'un an;Ensemble;Ensemble;A;Très bien;2014;4.0;3.0;;1.0;;1.0;;4.0;;0.0;;0.0;;0.0;;2012;6.0;3.0;;1.0;;4.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;27;Histoire;6;BAC professionnel;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;905.0;43.0;4.75;336.0;37.12;40.0;4.41;83.0;9.17;5.0;0.55;3.0;0.33;8.0;0.88;2012;722.0;30.0;4.15;31.0;4.29;61.0;8.44
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;2;BAC ES;Ensemble;Ensemble;Ensemble;Ensemble;C;Assez bien;2014;180.0;81.0;45.0;56.0;31.11;43.0;23.88;124.0;68.88;10.0;5.55;1.0;0.55;11.0;6.11;2012;175.0;47.0;26.85;34.0;19.42;81.0;46.28
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;28;Géographie;4;BAC STMG;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;18.0;3.0;;10.0;;1.0;;4.0;;0.0;;0.0;;0.0;;2012;132.0;14.0;10.6;13.0;9.84;27.0;20.45
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;Ensemble;Ensemble;6;BAC professionnel;Ensemble;Ensemble;Ensemble;Ensemble;A;Très bien;2014;3.0;0.0;;1.0;;1.0;;1.0;;0.0;;0.0;;0.0;;2012;;;;;;;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;29;Aménagement;3;BAC S;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;11.0;8.0;;1.0;;1.0;;9.0;;0.0;;0.0;;0.0;;2012;9.0;6.0;;3.0;;9.0;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;6;BAC professionnel;Ensemble;Ensemble;Ensemble;Ensemble;A;Très bien;2014;4.0;2.0;;0.0;;0.0;;2.0;;0.0;;0.0;;0.0;;2012;;;;;;;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;33;Sociologie, démographie;1;BAC L;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;649.0;296.0;45.6;157.0;24.19;65.0;10.01;361.0;55.62;8.0;1.23;3.0;0.46;11.0;1.69;2012;569.0;174.0;30.57;64.0;11.24;238.0;41.82
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;1;BAC L;Ensemble;Ensemble;Ensemble;Ensemble;P;Passable deuxième groupe;2014;84.0;11.0;13.09;43.0;51.19;12.0;14.28;23.0;27.38;0.0;0.0;1.0;1.19;1.0;1.19;2012;90.0;9.0;10.0;8.0;8.88;17.0;18.88
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;35;Sciences de l'information et la communication;4;BAC STMG;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;289.0;81.0;28.02;81.0;28.02;18.0;6.22;99.0;34.25;3.0;1.03;1.0;0.34;4.0;1.38;2012;283.0;56.0;19.78;32.0;11.3;88.0;31.09
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;4;BAC STMG;Ensemble;Ensemble;Ensemble;Ensemble;C;Assez bien;2014;341.0;80.0;23.46;131.0;38.41;50.0;14.66;130.0;38.12;3.0;0.87;3.0;0.87;6.0;1.75;2012;229.0;44.0;19.21;35.0;15.28;79.0;34.49
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;67;Pluridisciplinaire lettres, langues, sciences humaines;5;BAC technologique hors STMG;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;11.0;0.0;;5.0;;1.0;;1.0;;0.0;;0.0;;0.0;;2012;20.0;4.0;;2.0;;6.0;
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;5;BAC technologique hors STMG;Ensemble;Ensemble;Ensemble;Ensemble;C;Assez bien;2014;427.0;136.0;31.85;161.0;37.7;68.0;15.92;204.0;47.77;3.0;0.7000000000000001;1.0;0.23;4.0;0.93;2012;201.0;53.0;26.36;29.0;14.42;82.0;40.79
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;3;BAC S;Ensemble;Ensemble;1;Homme;P;Passable deuxième groupe;2014;65.0;6.0;9.23;35.0;53.84;15.0;23.07;21.0;32.3;2.0;3.07;0.0;0.0;2.0;3.07;2012;37.0;0.0;0.0;4.0;10.81;4.0;10.81
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;6;BAC professionnel;Ensemble;Ensemble;Ensemble;Ensemble;P;Passable deuxième groupe;2014;107.0;0.0;0.0;34.0;31.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;206.0;0.0;0.0;0.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;6;BAC professionnel;Ensemble;Ensemble;1;Homme;B;Bien;2014;2.0;0.0;;1.0;;1.0;;1.0;;0.0;;1.0;;1.0;;2012;2.0;0.0;;0.0;;0.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;1;BAC L;Ensemble;Ensemble;1;Homme;Ensemble;Ensemble;2014;1431.0;618.0;43.18;413.0;28.86;174.0;12.15;792.0;55.34;8.0;0.55;6.0;0.41000000000000003;14.0;0.97;2012;1395.0;367.0;26.3;151.0;10.82;518.0;37.13
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;3;Chimie;1;BAC L;Ensemble;Ensemble;2;Femme;B;Bien;2014;;;;;;;;;;;;;;;;2012;1.0;0.0;;0.0;;0.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;2;Femme;Ensemble;Ensemble;2014;978.0;633.0;64.72;126.0;12.88;82.0;8.38;715.0;73.1;14.0;1.43;2.0;0.2;16.0;1.63;2012;883.0;429.0;48.58;95.0;10.75;524.0;59.34
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;3;Chimie;2;BAC ES;Ensemble;Ensemble;2;Femme;C;Assez bien;2014;1.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;5.0;0.0;;2.0;;2.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;Ensemble;Ensemble;6;BAC professionnel;Ensemble;Ensemble;1;Homme;Ensemble;Ensemble;2014;402.0;48.0;11.94;147.0;36.56;27.0;6.71;75.0;18.65;0.0;0.0;0.0;0.0;0.0;0.0;2012;516.0;29.0;5.62;30.0;5.8100000000000005;59.0;11.43
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;4;Mathématiques appliquées et sciences sociales;2;BAC ES;Ensemble;Ensemble;2;Femme;Q;Inconnue;2014;3.0;0.0;;1.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;1.0;1.0;;0.0;;1.0;
LLSH;Lettres, langues et sciences humaines;5;Langues;Ensemble;Ensemble;6;BAC professionnel;Ensemble;Ensemble;1;Homme;Ensemble;Ensemble;2014;790.0;34.0;4.3;298.0;37.72;33.0;4.17;67.0;8.48;5.0;0.63;1.0;0.12;6.0;0.75;2012;800.0;14.0;1.75;20.0;2.5;34.0;4.25
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;4;Mathématiques appliquées et sciences sociales;4;BAC STMG;Ensemble;Ensemble;1;Homme;B;Bien;2014;1.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;;;;;;;
SANTE;Santé;11;Médecine;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;2;Femme;Ensemble;Ensemble;2014;10.0;10.0;;0.0;;0.0;;10.0;;0.0;;0.0;;0.0;;2012;18.0;12.0;;3.0;;15.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;4;Mathématiques appliquées et sciences sociales;5;BAC technologique hors STMG;Ensemble;Ensemble;1;Homme;C;Assez bien;2014;4.0;1.0;;2.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;;;;;;;
SI;Sciences et sciences de l'ingénieur;33;Pluridisciplinaire sciences;Ensemble;Ensemble;4;BAC STMG;Ensemble;Ensemble;1;Homme;Ensemble;Ensemble;2014;38.0;0.0;0.0;14.0;36.84;1.0;2.63;1.0;2.63;2.0;5.26;0.0;0.0;2.0;5.26;2012;41.0;0.0;0.0;2.0;4.87;2.0;4.87
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;4;Mathématiques appliquées et sciences sociales;6;BAC professionnel;Ensemble;Ensemble;1;Homme;P;Passable deuxième groupe;2014;2.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;2.0;0.0;;0.0;;0.0;
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;1;BAC L;Ensemble;Ensemble;1;Homme;Ensemble;Ensemble;2014;204.0;53.0;25.98;92.0;45.09;29.0;14.21;82.0;40.19;3.0;1.47;2.0;0.98;5.0;2.45;2012;179.0;28.0;15.64;18.0;10.05;46.0;25.69
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;11;Mécanique, génie mécanique;3;BAC S;Ensemble;Ensemble;2;Femme;Q;Inconnue;2014;1.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;;;;;;;
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;3;BAC S;Ensemble;Ensemble;2;Femme;Ensemble;Ensemble;2014;1649.0;1045.0;63.37;290.0;17.58;160.0;9.7;1205.0;73.07;9.0;0.54;2.0;0.12;11.0;0.66;2012;1251.0;685.0;54.75;165.0;13.18;850.0;67.94
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;12;Génie civil;5;BAC technologique hors STMG;Ensemble;Ensemble;2;Femme;C;Assez bien;2014;4.0;0.0;;2.0;;2.0;;2.0;;0.0;;0.0;;0.0;;2012;;;;;;;
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;5;BAC technologique hors STMG;Ensemble;Ensemble;2;Femme;Ensemble;Ensemble;2014;476.0;109.0;22.89;171.0;35.92;62.0;13.02;171.0;35.92;5.0;1.05;1.0;0.21;6.0;1.26;2012;284.0;50.0;17.6;29.0;10.21;79.0;27.81
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;12;Génie civil;6;BAC professionnel;Ensemble;Ensemble;1;Homme;C;Assez bien;2014;15.0;0.0;;2.0;;2.0;;2.0;;0.0;;0.0;;0.0;;2012;4.0;0.0;;0.0;;0.0;
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;Ensemble;Ensemble;2;BAC ES;Ensemble;Ensemble;1;Homme;C;Assez bien;2014;1398.0;710.0;50.78;469.0;33.54;303.0;21.67;1013.0;72.46;42.0;3.0;11.0;0.78;53.0;3.79;2012;1607.0;525.0;32.66;392.0;24.39;917.0;57.06
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;13;Génie des procédés;3;BAC S;Ensemble;Ensemble;1;Homme;P;Passable deuxième groupe;2014;;;;;;;;;;;;;;;;2012;6.0;0.0;;0.0;;0.0;
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;Ensemble;Ensemble;4;BAC STMG;Ensemble;Ensemble;1;Homme;B;Bien;2014;70.0;25.0;35.71;22.0;31.42;13.0;18.57;38.0;54.28;3.0;4.28;0.0;0.0;3.0;4.28;2012;38.0;9.0;23.68;2.0;5.26;11.0;28.94
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;15;Électronique, génie électrique;1;BAC L;Ensemble;Ensemble;1;Homme;Q;Inconnue;2014;;;;;;;;;;;;;;;;2012;2.0;1.0;;0.0;;1.0;
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;Ensemble;Ensemble;4;BAC STMG;Ensemble;Ensemble;1;Homme;C;Assez bien;2014;294.0;33.0;11.22;132.0;44.89;51.0;17.34;84.0;28.57;6.0;2.04;2.0;0.68;8.0;2.7199999999999998;2012;204.0;21.0;10.29;26.0;12.74;47.0;23.03
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;15;Électronique, génie électrique;5;BAC technologique hors STMG;Ensemble;Ensemble;1;Homme;B;Bien;2014;1.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;2.0;0.0;;1.0;;1.0;
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;Ensemble;Ensemble;6;BAC professionnel;Ensemble;Ensemble;2;Femme;A;Très bien;2014;13.0;5.0;;4.0;;0.0;;5.0;;0.0;;0.0;;0.0;;2012;3.0;1.0;;1.0;;2.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;15;Électronique, génie électrique;5;BAC technologique hors STMG;Ensemble;Ensemble;1;Homme;D;Passable premier groupe;2014;1.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;10.0;0.0;;1.0;;1.0;
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;Ensemble;Ensemble;2;BAC ES;Ensemble;Ensemble;2;Femme;C;Assez bien;2014;1008.0;577.0;57.24;214.0;21.23;152.0;15.07;729.0;72.32;45.0;4.46;7.0;0.6900000000000001;52.0;5.15;2012;924.0;475.0;51.4;158.0;17.09;633.0;68.5
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;15;Électronique, génie électrique;5;BAC technologique hors STMG;Ensemble;Ensemble;2;Femme;D;Passable premier groupe;2014;;;;;;;;;;;;;;;;2012;1.0;0.0;;0.0;;0.0;
